Key,Value
0,"1. Lab

I'm journeying towards Train station"
8,"1. Restaurant
2. Forest
3. Jupiter
4. Planetarium
5. Stadium
6. Jungle
7. Movie theater
8. Ice cream parlor
9. Amusement park
10. Cruise ship

I advance to Ice cream parlor"
0,"1. Restaurant
2. Forest
3. Jupiter
4. Planetarium
5. Stadium
6. Jungle
7. Movie theater
8. Amusement park
9. Cruise ship

I stroll to Ice cream parlor"
9,"1. Wildlife sanctuary
2. Beach resort
3. Museum
4. Rainforest
5. Workshop
6. Office
7. Space station
8. Haunted house
9. Lake
10. Castle
11. Cabin
12. City
13. Park
14. Lighthouse
15. Art gallery
16. Jungle
17. University
18. Desert
19. Farm
20. Ice cream parlor

I'm on my way to Lake"
0,"1. Wildlife sanctuary
2. Beach resort
3. Museum
4. Rainforest
5. Workshop
6. Office
7. Space station
8. Haunted house
9. Castle
10. Cabin
11. City
12. Park
13. Lighthouse
14. Art gallery
15. Jungle
16. University
17. Desert
18. Farm
19. Ice cream parlor

I'm strolling towards Lake"
15,"1. Planet
2. Shopping mall
3. Campground
4. Lake
5. Park
6. Office
7. Studio
8. Restaurant
9. Village
10. Forest
11. Workshop
12. Cafe
13. Beach resort
14. Cinema
15. Garden

I'm starting towards Garden"
0,"1. Planet
2. Shopping mall
3. Campground
4. Lake
5. Park
6. Office
7. Studio
8. Restaurant
9. Village
10. Forest
11. Workshop
12. Cafe
13. Beach resort
14. Cinema

I'm traveling to Garden"
3,"1. Sun
2. Orchard
3. Museum
4. Waterfall
5. Radio station
6. Lighthouse
7. Planetarium
8. Jungle
9. Campground
10. Lake

I'm preparing to head to Museum"
0,"1. Sun
2. Orchard
3. Waterfall
4. Radio station
5. Lighthouse
6. Planetarium
7. Jungle
8. Campground
9. Lake

I'm making a trip to Museum"
1,"1. Rainforest
2. Stadium
3. Kindergarten
4. Cruise ship
5. Circus
6. Wetland
7. Jungle
8. Beach resort
9. Ice cream parlor
10. Art gallery
11. Train station
12. Observatory
13. Space station

I'm preparing to head to Rainforest"
0,"1. Stadium
2. Kindergarten
3. Cruise ship
4. Circus
5. Wetland
6. Jungle
7. Beach resort
8. Ice cream parlor
9. Art gallery
10. Train station
11. Observatory
12. Space station

I'm traveling to Rainforest"
2,"1. Bakery
2. Hospital
3. Stadium
4. Farmers' market
5. Television studio

I'm heading towards Hospital"
0,"1. Bakery
2. Stadium
3. Farmers' market
4. Television studio

I'm entering Hospital"
11,"1. Jungle
2. Planet
3. Ski resort
4. Lighthouse
5. Bookstore
6. Ice cream parlor
7. Moon
8. Television studio
9. Library
10. Cafe
11. Studio
12. Hospital
13. Volcano
14. Train station
15. Winery
16. Gym
17. Historical site
18. Coffee shop
19. Village
20. Airport

I'm moving towards Studio"
0,"1. Jungle
2. Planet
3. Ski resort
4. Lighthouse
5. Bookstore
6. Ice cream parlor
7. Moon
8. Television studio
9. Library
10. Cafe
11. Hospital
12. Volcano
13. Train station
14. Winery
15. Gym
16. Historical site
17. Coffee shop
18. Village
19. Airport

I'm making a trip to Studio"
10,"1. Jungle
2. Cabin
3. Carnival
4. Sun
5. City
6. Ice cream parlor
7. Wildlife sanctuary
8. Jupiter
9. University
10. Circus

I'm making my way to Circus"
0,"1. Jungle
2. Cabin
3. Carnival
4. Sun
5. City
6. Ice cream parlor
7. Wildlife sanctuary
8. Jupiter
9. University

I advance to Circus"
2,"1. Bookstore
2. Cruise ship
3. Jungle

I walk to Cruise ship"
0,"1. Bookstore
2. Jungle

I proceed to Cruise ship"
6,"1. Airport
2. Television studio
3. Studio
4. Kindergarten
5. Farmers' market
6. Sculpture park
7. Office building
8. Park
9. Village
10. Volcano
11. Vineyard
12. Space station
13. Cabin
14. Hospital
15. Daycare
16. Cruise ship
17. Safari park
18. Bakery
19. Underground

I set out for Sculpture park"
0,"1. Airport
2. Television studio
3. Studio
4. Kindergarten
5. Farmers' market
6. Office building
7. Park
8. Village
9. Volcano
10. Vineyard
11. Space station
12. Cabin
13. Hospital
14. Daycare
15. Cruise ship
16. Safari park
17. Bakery
18. Underground

I depart for Sculpture park"
4,"1. Farm market
2. Desert
3. Tea house
4. Safari park
5. Haunted house
6. Cabin
7. Microbrewery
8. Factory
9. Forest
10. Ice cream parlor
11. Wetland

I'm making my way to Safari park"
0,"1. Farm market
2. Desert
3. Tea house
4. Haunted house
5. Cabin
6. Microbrewery
7. Factory
8. Forest
9. Ice cream parlor
10. Wetland

I'm entering Safari park"
1,"1. Amusement park
2. Airport

I'm about to set off to Amusement park"
0,"1. Airport

I'm moving towards Amusement park"
9,"1. Jungle
2. Forest
3. Spa
4. Factory
5. Botanical garden
6. Mountain
7. Cemetery
8. Wildlife sanctuary
9. Lighthouse
10. School
11. Stadium
12. Haunted house
13. Waterfall
14. Underground
15. Cinema
16. Planetarium
17. University
18. Cafe
19. Historical site

I'm en route to Lighthouse"
0,"1. Jungle
2. Forest
3. Spa
4. Factory
5. Botanical garden
6. Mountain
7. Cemetery
8. Wildlife sanctuary
9. School
10. Stadium
11. Haunted house
12. Waterfall
13. Underground
14. Cinema
15. Planetarium
16. University
17. Cafe
18. Historical site

I'm stepping towards Lighthouse"
3,"1. Campsite
2. Microbrewery
3. Planet
4. Television studio

I'm moving to Planet"
0,"1. Campsite
2. Microbrewery
3. Television studio

I'm moving to Planet"
7,"1. Orchard
2. Train station
3. Stadium
4. Office building
5. Desert
6. Observatory
7. Spa
8. Ski resort
9. Sculpture park
10. Jupiter
11. Beach
12. Sun
13. Waterfall
14. Ice cream parlor
15. Restaurant
16. Garden
17. Factory
18. Microbrewery
19. Park
20. Bookstore

I'm preparing to go to Spa"
0,"1. Orchard
2. Train station
3. Stadium
4. Office building
5. Desert
6. Observatory
7. Ski resort
8. Sculpture park
9. Jupiter
10. Beach
11. Sun
12. Waterfall
13. Ice cream parlor
14. Restaurant
15. Garden
16. Factory
17. Microbrewery
18. Park
19. Bookstore

I'm starting towards Spa"
15,"1. Factory
2. Farm market
3. Jungle
4. Circus
5. Observatory
6. City
7. Cinema
8. Stadium
9. Office
10. Sculpture park
11. Lab
12. Planet
1. Factory
14. Cruise ship
15. Zoo
16. Coffee shop
17. Castle
18. Airport
19. School
20. Office building

I'm making a trip to Zoo"
0,"1. Factory
2. Farm market
3. Jungle
4. Circus
5. Observatory
6. City
7. Cinema
8. Stadium
9. Office
10. Sculpture park
11. Lab
12. Planet
1. Factory
14. Cruise ship
15. Coffee shop
16. Castle
17. Airport
18. School
19. Office building

I'm en route to Zoo"
7,"1. Factory
2. Studio
3. Tea house
4. Microbrewery
5. Winery
6. Campsite
7. Television studio
8. Castle

I'm marching towards Television studio"
0,"1. Factory
2. Studio
3. Tea house
4. Microbrewery
5. Winery
6. Campsite
7. Castle

I advance to Television studio"
11,"1. Bakery
2. Stadium
3. Ice cream parlor
4. Orchard
5. Television studio
6. Safari park
7. Sculpture park
8. Planetarium
9. Castle
10. Art gallery
11. Jungle
12. Island
13. Lighthouse

I'm about to set off to Jungle"
0,"1. Bakery
2. Stadium
3. Ice cream parlor
4. Orchard
5. Television studio
6. Safari park
7. Sculpture park
8. Planetarium
9. Castle
10. Art gallery
11. Island
12. Lighthouse

I depart for Jungle"
5,"1. Campground
2. Cabin
3. Planet
4. Amusement park
5. Microbrewery
6. Jungle
7. Bookstore
8. University
9. Gym
10. School

I go to Microbrewery"
0,"1. Campground
2. Cabin
3. Planet
4. Amusement park
5. Jungle
6. Bookstore
7. University
8. Gym
9. School

I'm starting to Microbrewery"
2,"1. Park
2. River
3. Cruise ship
4. Lab
5. Hospital
6. Suburb
7. Amusement park
8. Gym
9. Wildlife sanctuary

I'm moving to River"
0,"1. Park
2. Cruise ship
3. Lab
4. Hospital
5. Suburb
6. Amusement park
7. Gym
8. Wildlife sanctuary

I prepare to go to River"
2,"1. Bakery
2. Ski resort

I'm about to walk to Ski resort"
0,"1. Bakery

I'm venturing towards Ski resort"
15,"1. Planetarium
2. Orchard
3. Circus
4. Vineyard
5. Sculpture park
6. School
7. Shopping mall
8. Botanical garden
9. Gym
10. Kindergarten
11. Historical site
12. Television studio
13. Farmers' market
14. Stadium
15. Beach resort
16. Cafe

I'm taking a journey to Beach resort"
0,"1. Planetarium
2. Orchard
3. Circus
4. Vineyard
5. Sculpture park
6. School
7. Shopping mall
8. Botanical garden
9. Gym
10. Kindergarten
11. Historical site
12. Television studio
13. Farmers' market
14. Stadium
15. Cafe

I venture to Beach resort"
9,"1. Movie theater
2. Amusement park
3. Art gallery
4. Spa
5. Circus
6. Safari park
7. Countryside
8. Desert
9. Microbrewery
10. Suburb
11. Tea house
12. Observatory

I'm advancing towards Microbrewery"
0,"1. Movie theater
2. Amusement park
3. Art gallery
4. Spa
5. Circus
6. Safari park
7. Countryside
8. Desert
9. Suburb
10. Tea house
11. Observatory

I'm navigating towards Microbrewery"
10,"1. Spa
2. College
3. Desert
4. Lighthouse
5. Cafe
6. Wetland
7. Bookstore
8. Factory
9. Haunted house
10. Cabin
11. Office
12. Shopping mall
13. Workshop
14. Coffee shop

I'm about to go to Cabin"
0,"1. Spa
2. College
3. Desert
4. Lighthouse
5. Cafe
6. Wetland
7. Bookstore
8. Factory
9. Haunted house
10. Office
11. Shopping mall
12. Workshop
13. Coffee shop

I'm about to walk to Cabin"
16,"1. Restaurant
2. Park
3. Ice cream parlor
4. Safari park
5. Television studio
6. Town
7. Daycare
8. Ski resort
9. Radio station
10. Lighthouse
11. Countryside
12. Wetland
13. Rainforest
14. Aquarium
15. Kindergarten
16. Jupiter

I'm stepping towards Jupiter"
0,"1. Restaurant
2. Park
3. Ice cream parlor
4. Safari park
5. Television studio
6. Town
7. Daycare
8. Ski resort
9. Radio station
10. Lighthouse
11. Countryside
12. Wetland
13. Rainforest
14. Aquarium
15. Kindergarten

I'm entering Jupiter"
9,"1. Beach resort
2. Space station
3. Spa
4. Sculpture park
5. Farm
6. Campsite
7. Cave
8. Museum
9. Lighthouse
10. Winery
11. Village
12. Wildlife sanctuary
13. Beach
14. Cruise ship
15. Historical site

I'm journeying to Lighthouse"
0,"1. Beach resort
2. Space station
3. Spa
4. Sculpture park
5. Farm
6. Campsite
7. Cave
8. Museum
9. Winery
10. Village
11. Wildlife sanctuary
12. Beach
13. Cruise ship
14. Historical site

I'm moving to Lighthouse"
4,"1. Forest
2. Train station
3. River
4. Cave
5. Office building

I'm traveling to Cave"
0,"1. Forest
2. Train station
3. River
4. Office building

I proceed to Cave"
9,"1. Gym
2. Vineyard
3. Spa
4. Tea house
5. Jungle
6. Countryside
7. Forest
8. Ski resort
9. Planet
10. Shopping mall
11. Observatory
12. Waterfall
13. Underwater cave
14. Sun
15. Train station
16. River
17. Cafe
18. Jupiter
19. Wildlife sanctuary

I prepare to go to Planet"
0,"1. Gym
2. Vineyard
3. Spa
4. Tea house
5. Jungle
6. Countryside
7. Forest
8. Ski resort
9. Shopping mall
10. Observatory
11. Waterfall
12. Underwater cave
13. Sun
14. Train station
15. River
16. Cafe
17. Jupiter
18. Wildlife sanctuary

I'm about to walk to Planet"
1,"1. Amusement park
2. Orchard
3. Wildlife sanctuary
4. Park
5. Lab
6. Suburb
7. College
8. Radio station
9. Shopping mall
10. Historical site
11. Town
12. Train station
13. Ski resort
14. Vineyard

I move towards Amusement park"
0,"1. Orchard
2. Wildlife sanctuary
3. Park
4. Lab
5. Suburb
6. College
7. Radio station
8. Shopping mall
9. Historical site
10. Town
11. Train station
12. Ski resort
13. Vineyard

I stroll to Amusement park"
2,"1. Beach resort
2. Lighthouse
3. Farm market
4. School
5. Lake
6. Aquarium

I'm moving towards Lighthouse"
0,"1. Beach resort
2. Farm market
3. School
4. Lake
5. Aquarium

I'm traveling towards Lighthouse"
15,"1. Farmers' market
2. Ski resort
3. Lighthouse
4. Airport
5. Forest
6. Hospital
7. Rainforest
8. Planet
9. City
10. Gym
11. Town
12. Tea house
13. Cabin
14. Mountain
15. Botanical garden
16. Coffee shop
17. Campground
18. Workshop
19. Winery
20. Sculpture park

I'm entering Botanical garden"
0,"1. Farmers' market
2. Ski resort
3. Lighthouse
4. Airport
5. Forest
6. Hospital
7. Rainforest
8. Planet
9. City
10. Gym
11. Town
12. Tea house
13. Cabin
14. Mountain
15. Coffee shop
16. Campground
17. Workshop
18. Winery
19. Sculpture park

I'm off to Botanical garden"
2,"1. Office
2. Waterfall

I'm stepping towards Waterfall"
0,"1. Office

I proceed to Waterfall"
3,"1. Village
2. Safari park
3. Wildlife sanctuary
4. Mountain
5. Space station
6. Spa
7. Jungle
8. Wetland
9. Castle
10. Farmers' market
11. Forest
12. School
13. College
14. Museum
15. Microbrewery
16. Botanical garden
17. Bakery
18. Daycare
19. Historical site

I'm venturing to Wildlife sanctuary"
0,"1. Village
2. Safari park
3. Mountain
4. Space station
5. Spa
6. Jungle
7. Wetland
8. Castle
9. Farmers' market
10. Forest
11. School
12. College
13. Museum
14. Microbrewery
15. Botanical garden
16. Bakery
17. Daycare
18. Historical site

I travel to Wildlife sanctuary"
5,"1. Planetarium
2. Safari park
3. Factory
4. Winery
5. Vineyard
6. Campsite
7. Botanical garden
8. Skyscraper
9. Art gallery
10. Town
11. Shopping mall
12. Jungle
13. Beach resort
14. Coffee shop
15. Lab
16. Radio station

I'm heading to Vineyard"
0,"1. Planetarium
2. Safari park
3. Factory
4. Winery
5. Campsite
6. Botanical garden
7. Skyscraper
8. Art gallery
9. Town
10. Shopping mall
11. Jungle
12. Beach resort
13. Coffee shop
14. Lab
15. Radio station

I'm heading to Vineyard"
10,"1. Ski resort
2. Farm market
3. Island
4. Campsite
5. Radio station
6. Campground
7. Space station
8. Cemetery
9. Observatory
10. Train station
11. Wildlife sanctuary
12. Safari park

I make my way to Train station"
0,"1. Ski resort
2. Farm market
3. Island
4. Campsite
5. Radio station
6. Campground
7. Space station
8. Cemetery
9. Observatory
10. Wildlife sanctuary
11. Safari park

I set off for Train station"
13,"1. Lake
2. Gym
3. Suburb
4. Park
5. Forest
6. University
7. Lighthouse
8. Microbrewery
9. Office
10. Underground
11. River
12. Aquarium
13. Radio station
14. Safari park
15. Shopping mall

I proceed to Radio station"
0,"1. Lake
2. Gym
3. Suburb
4. Park
5. Forest
6. University
7. Lighthouse
8. Microbrewery
9. Office
10. Underground
11. River
12. Aquarium
13. Safari park
14. Shopping mall

I'm stepping into Radio station"
2,"1. Mountain
2. Skyscraper
3. Campsite
4. Planetarium
5. Village
6. Stadium
7. Amusement park
8. Cruise ship
9. Farm market
10. Shopping mall
11. Volcano
12. Carnival
13. City
14. Ski resort
15. Farmers' market
16. Kindergarten
17. Factory
18. Beach resort

I'm heading towards Skyscraper"
0,"1. Mountain
2. Campsite
3. Planetarium
4. Village
5. Stadium
6. Amusement park
7. Cruise ship
8. Farm market
9. Shopping mall
10. Volcano
11. Carnival
12. City
13. Ski resort
14. Farmers' market
15. Kindergarten
16. Factory
17. Beach resort

I'm entering Skyscraper"
13,"1. Factory
2. Daycare
3. Wildlife sanctuary
4. Cabin
5. Stadium
6. Studio
7. Suburb
8. Lake
9. Safari park
10. Hospital
11. Carnival
12. Mountain
13. Restaurant
14. Vineyard
15. Jungle

I'm en route to Restaurant"
0,"1. Factory
2. Daycare
3. Wildlife sanctuary
4. Cabin
5. Stadium
6. Studio
7. Suburb
8. Lake
9. Safari park
10. Hospital
11. Carnival
12. Mountain
13. Vineyard
14. Jungle

I'm preparing to head to Restaurant"
9,"1. College
2. Historical site
3. Cabin
4. Castle
5. Ice cream parlor
6. Library
7. Town
8. Cinema
9. Underwater cave
10. Jungle
11. Train station
12. Bookstore

I proceed to Underwater cave"
0,"1. College
2. Historical site
3. Cabin
4. Castle
5. Ice cream parlor
6. Library
7. Town
8. Cinema
9. Jungle
10. Train station
11. Bookstore

I'm about to journey to Underwater cave"
2,"1. Wetland
2. Television studio
3. Farmers' market
4. Kindergarten

I'm venturing to Television studio"
0,"1. Wetland
2. Farmers' market
3. Kindergarten

I'm entering Television studio"
9,"1. Waterfall
2. Shopping mall
3. Campground
4. Island
5. Beach resort
6. Movie theater
7. Desert
8. City
9. Bookstore
10. Garden

I'm moving to Bookstore"
0,"1. Waterfall
2. Shopping mall
3. Campground
4. Island
5. Beach resort
6. Movie theater
7. Desert
8. City
9. Garden

I'm making my way to Bookstore"
6,"1. Art gallery
2. Bookstore
3. Farmers' market
4. Ice cream parlor
5. Bakery
6. City
7. Office building
8. Vineyard
9. Underwater cave
10. Planetarium

I'm advancing to City"
0,"1. Art gallery
2. Bookstore
3. Farmers' market
4. Ice cream parlor
5. Bakery
6. Office building
7. Vineyard
8. Underwater cave
9. Planetarium

I'm on the way to City"
6,"1. Castle
2. Lighthouse
3. Coffee shop
4. Ice cream parlor
5. Lab
6. Village
7. Farmers' market

I'm stepping into Village"
0,"1. Castle
2. Lighthouse
3. Coffee shop
4. Ice cream parlor
5. Lab
6. Farmers' market

I'm heading to Village"
11,"1. Park
2. Aquarium
3. Botanical garden
4. Orchard
5. Shopping mall
6. Carnival
7. Lake
8. Campground
9. Village
10. Museum
11. Planetarium
12. Library

I'm stepping towards Planetarium"
0,"1. Park
2. Aquarium
3. Botanical garden
4. Orchard
5. Shopping mall
6. Carnival
7. Lake
8. Campground
9. Village
10. Museum
11. Library

I proceed to Planetarium"
3,"1. Mountain
2. Village
3. Vineyard
4. Stadium
5. Restaurant
6. Desert
7. Lake
8. School
9. Underground
10. River
11. Waterfall
12. Carnival
13. Castle
14. Cinema
15. Countryside
16. Factory
17. Gym
18. Beach resort
19. Cabin
20. Aquarium

I'm entering Vineyard"
0,"1. Mountain
2. Village
3. Stadium
4. Restaurant
5. Desert
6. Lake
7. School
8. Underground
9. River
10. Waterfall
11. Carnival
12. Castle
13. Cinema
14. Countryside
15. Factory
16. Gym
17. Beach resort
18. Cabin
19. Aquarium

I'm making my way to Vineyard"
3,"1. Factory
2. Radio station
3. Coffee shop
4. Mountain
5. Observatory
6. Bakery
7. Cabin
8. Office
9. Historical site
1. Factory

I'm venturing to Coffee shop"
0,"1. Factory
2. Radio station
3. Mountain
4. Observatory
5. Bakery
6. Cabin
7. Office
8. Historical site
1. Factory

I'm marching to Coffee shop"
2,"1. Cabin
2. Ice cream parlor

I'm strolling towards Ice cream parlor"
0,"1. Cabin

I take a trip to Ice cream parlor"
4,"1. Moon
2. School
3. Campground
4. Factory
5. Desert
6. Planetarium
7. Wildlife sanctuary
8. Forest
4. Factory

I'm stepping into Factory"
0,"1. Moon
2. School
3. Campground
4. Desert
5. Planetarium
6. Wildlife sanctuary
7. Forest
8. Factory

I move towards Factory"
12,"1. Zoo
2. Aquarium
3. City
4. Forest
5. Jupiter
6. Lake
7. Lab
8. Cinema
9. Botanical garden
10. Workshop
11. Ski resort
12. Stadium
13. Coffee shop
14. Suburb
15. Town
16. Space station
17. Concert hall
18. Volcano
19. Beach resort

I'm venturing to Stadium"
0,"1. Zoo
2. Aquarium
3. City
4. Forest
5. Jupiter
6. Lake
7. Lab
8. Cinema
9. Botanical garden
10. Workshop
11. Ski resort
12. Coffee shop
13. Suburb
14. Town
15. Space station
16. Concert hall
17. Volcano
18. Beach resort

I'm journeying towards Stadium"
5,"1. Underground
2. Factory
3. Volcano
4. Suburb
5. Forest
6. Winery
7. Sun
8. Television studio
9. Ice cream parlor
10. Cemetery
11. Farm market

I'm departing towards Forest"
0,"1. Underground
2. Factory
3. Volcano
4. Suburb
5. Winery
6. Sun
7. Television studio
8. Ice cream parlor
9. Cemetery
10. Farm market

I'm traveling towards Forest"
6,"1. Carnival
2. Cruise ship
3. Space station
4. Vineyard
5. Underground
6. City
7. Aquarium
8. Planet
9. Airport
10. Jungle
11. Castle
12. Amusement park
13. Orchard
14. Campsite
15. Office
16. Island
17. Town

I'm proceeding to City"
0,"1. Carnival
2. Cruise ship
3. Space station
4. Vineyard
5. Underground
6. Aquarium
7. Planet
8. Airport
9. Jungle
10. Castle
11. Amusement park
12. Orchard
13. Campsite
14. Office
15. Island
16. Town

I'm moving towards City"
12,"1. Carnival
2. Shopping mall
3. River
4. Restaurant
5. Radio station
6. Cemetery
7. Underground
8. Safari park
9. Workshop
10. Forest
11. Observatory
12. Skyscraper
13. Haunted house
14. Art gallery
15. Waterfall

I'm about to journey to Skyscraper"
0,"1. Carnival
2. Shopping mall
3. River
4. Restaurant
5. Radio station
6. Cemetery
7. Underground
8. Safari park
9. Workshop
10. Forest
11. Observatory
12. Haunted house
13. Art gallery
14. Waterfall

I'm venturing towards Skyscraper"
5,"1. Island
2. Office building
3. Suburb
4. Safari park
5. Lighthouse
6. Ice cream parlor
7. Cemetery
8. Movie theater
9. Factory
10. Campground
11. Workshop
12. Campsite
13. Sun
14. Planetarium
15. Ski resort
16. Concert hall
17. Wetland

I'm venturing to Lighthouse"
0,"1. Island
2. Office building
3. Suburb
4. Safari park
5. Ice cream parlor
6. Cemetery
7. Movie theater
8. Factory
9. Campground
10. Workshop
11. Campsite
12. Sun
13. Planetarium
14. Ski resort
15. Concert hall
16. Wetland

I'm proceeding to Lighthouse"
7,"1. Aquarium
2. Suburb
3. Lake
4. Ski resort
5. Desert
6. Amusement park
7. Cafe
8. Historical site
9. Kindergarten
10. Countryside
11. Campground
12. Shopping mall
13. Sun
14. Lighthouse
15. Cabin
16. Planet
17. Zoo
18. Underwater cave
19. Observatory
20. Island

I proceed to Cafe"
0,"1. Aquarium
2. Suburb
3. Lake
4. Ski resort
5. Desert
6. Amusement park
7. Historical site
8. Kindergarten
9. Countryside
10. Campground
11. Shopping mall
12. Sun
13. Lighthouse
14. Cabin
15. Planet
16. Zoo
17. Underwater cave
18. Observatory
19. Island

I'm marching to Cafe"
4,"1. Farmers' market
2. Vineyard
3. Wildlife sanctuary
4. Cabin
5. Office
6. Beach resort
7. Rainforest
8. Village
9. University
10. Cave
11. Studio
12. Safari park
13. Cafe
14. Wetland
15. Office building

I'm advancing towards Cabin"
0,"1. Farmers' market
2. Vineyard
3. Wildlife sanctuary
4. Office
5. Beach resort
6. Rainforest
7. Village
8. University
9. Cave
10. Studio
11. Safari park
12. Cafe
13. Wetland
14. Office building

I'm navigating to Cabin"
8,"1. Underground
2. Radio station
3. Farmers' market
4. Office
5. Orchard
6. Stadium
7. Carnival
8. Park
9. Suburb

I advance to Park"
0,"1. Underground
2. Radio station
3. Farmers' market
4. Office
5. Orchard
6. Stadium
7. Carnival
8. Suburb

I'm en route to Park"
9,"1. Observatory
2. Jupiter
3. Train station
4. Bookstore
5. Skyscraper
6. Ice cream parlor
7. Amusement park
8. School
9. Lab
10. Campsite
11. Library
12. Botanical garden
13. Island
14. Movie theater
15. City
16. Forest

I'm traveling to Lab"
0,"1. Observatory
2. Jupiter
3. Train station
4. Bookstore
5. Skyscraper
6. Ice cream parlor
7. Amusement park
8. School
9. Campsite
10. Library
11. Botanical garden
12. Island
13. Movie theater
14. City
15. Forest

I'm on my way to Lab"
2,"1. Cave
2. Concert hall

I visit Concert hall"
0,"1. Cave

I'm traveling to Concert hall"
5,"1. Spa
2. Suburb
3. Rainforest
4. Concert hall
5. Desert
6. Hospital
7. Garden
8. Gym
9. Planetarium
10. Countryside

I'm traveling to Desert"
0,"1. Spa
2. Suburb
3. Rainforest
4. Concert hall
5. Hospital
6. Garden
7. Gym
8. Planetarium
9. Countryside

I journey to Desert"
1,"1. Underwater cave
2. Town

I'm venturing to Underwater cave"
0,"1. Town

I'm traveling to Underwater cave"
12,"1. Underwater cave
2. Beach
3. Sun
4. Underground
5. Desert
6. Train station
7. Movie theater
8. Kindergarten
9. Office
10. Spa
11. Shopping mall
12. Television studio
13. Campground
14. Suburb
15. Cave
16. Ski resort
17. Observatory
18. Campsite
19. Planet

I'm advancing towards Television studio"
0,"1. Underwater cave
2. Beach
3. Sun
4. Underground
5. Desert
6. Train station
7. Movie theater
8. Kindergarten
9. Office
10. Spa
11. Shopping mall
12. Campground
13. Suburb
14. Cave
15. Ski resort
16. Observatory
17. Campsite
18. Planet

I'm strolling to Television studio"
6,"1. Forest
2. Concert hall
3. Mountain
4. Garden
5. Suburb
6. Farm market
7. Beach resort
8. Campsite
9. Cemetery
10. Tea house
11. Workshop

I'm proceeding to Farm market"
0,"1. Forest
2. Concert hall
3. Mountain
4. Garden
5. Suburb
6. Beach resort
7. Campsite
8. Cemetery
9. Tea house
10. Workshop

I travel to Farm market"
10,"1. Cafe
2. Studio
3. Aquarium
4. Planetarium
5. Cemetery
6. Office building
7. Cabin
8. Forest
9. Jungle
10. Underground
9. Jungle
12. Park
13. Cinema
14. Cruise ship
15. Suburb
16. Underwater cave
17. Vineyard
18. Concert hall

I'm proceeding to Underground"
0,"1. Cafe
2. Studio
3. Aquarium
4. Planetarium
5. Cemetery
6. Office building
7. Cabin
8. Forest
9. Jungle
9. Jungle
11. Park
12. Cinema
13. Cruise ship
14. Suburb
15. Underwater cave
16. Vineyard
17. Concert hall

I'm traveling towards Underground"
2,"1. Rainforest
2. Desert
3. Television studio
4. Cinema
5. Cemetery
6. Library
7. Jungle
8. Lighthouse
9. Kindergarten
10. Hospital
11. Wildlife sanctuary

I'm on the way to Desert"
0,"1. Rainforest
2. Television studio
3. Cinema
4. Cemetery
5. Library
6. Jungle
7. Lighthouse
8. Kindergarten
9. Hospital
10. Wildlife sanctuary

I move towards Desert"
2,"1. Carnival
2. Historical site
3. Museum
4. Park
5. Countryside
6. Factory
7. Restaurant
8. Desert
9. Moon
10. Observatory
11. Safari park
12. Workshop
13. Space station
14. Jungle
15. Daycare
16. Aquarium
17. Office building
18. Campsite
19. Mountain

I'm venturing to Historical site"
0,"1. Carnival
2. Museum
3. Park
4. Countryside
5. Factory
6. Restaurant
7. Desert
8. Moon
9. Observatory
10. Safari park
11. Workshop
12. Space station
13. Jungle
14. Daycare
15. Aquarium
16. Office building
17. Campsite
18. Mountain

I proceed to Historical site"
3,"1. Daycare
2. Library
3. University

I'm traveling to University"
0,"1. Daycare
2. Library

I make my way to University"
7,"1. Winery
2. Bookstore
3. Safari park
4. Wetland
5. Movie theater
6. Amusement park
7. Waterfall
8. Library
9. Jungle
10. Coffee shop
11. Jupiter

I'm about to set off to Waterfall"
0,"1. Winery
2. Bookstore
3. Safari park
4. Wetland
5. Movie theater
6. Amusement park
7. Library
8. Jungle
9. Coffee shop
10. Jupiter

I'm entering Waterfall"
3,"1. Airport
2. Jungle
3. Botanical garden
4. Underwater cave
5. Orchard
6. Wildlife sanctuary
7. Planet
8. Suburb
9. Office building

I'm setting out for Botanical garden"
0,"1. Airport
2. Jungle
3. Underwater cave
4. Orchard
5. Wildlife sanctuary
6. Planet
7. Suburb
8. Office building

I'm on my way to Botanical garden"
10,"1. Lab
2. Sculpture park
3. Farmers' market
4. Gym
5. College
6. Museum
7. Sun
8. Forest
9. Campground
10. Amusement park
11. Farm market
12. Campsite
13. Office building
14. Wildlife sanctuary

I'm venturing to Amusement park"
0,"1. Lab
2. Sculpture park
3. Farmers' market
4. Gym
5. College
6. Museum
7. Sun
8. Forest
9. Campground
10. Farm market
11. Campsite
12. Office building
13. Wildlife sanctuary

I'm preparing to go to Amusement park"
1,"1. Aquarium
2. Suburb

I'm making a trip to Aquarium"
0,"1. Suburb

I'm navigating towards Aquarium"
1,"1. Lab
2. Wildlife sanctuary

I prepare to go to Lab"
0,"1. Wildlife sanctuary

I'm making my way to Lab"
2,"1. Cinema
2. Botanical garden
3. Bookstore
4. Farm market
5. Beach
6. Kindergarten
7. Town

I set off for Botanical garden"
0,"1. Cinema
2. Bookstore
3. Farm market
4. Beach
5. Kindergarten
6. Town

I'm departing towards Botanical garden"
3,"1. Historical site
2. Carnival
3. Library
4. Factory
5. Forest
6. Cruise ship
7. Farm
8. Beach resort

I'm on my way to Library"
