Key,Value
1,"1. Room
2. Jackson
3. Brooklyn

What does Jackson like to do for fun?"
2,"1. Room
2. Jackson
3. Brooklyn

What does Brooklyn like to do in their spare time?"
0,"1. Room
2. Oliver
3. Nicholas

What type of flooring is in this room?"
1,"1. Room
2. Oliver
3. Nicholas

What is Oliver's favorite hobby?"
2,"1. Room
2. Oliver
3. Nicholas

What is Nicholas' favorite hobby?"
0,"1. Room
2. Sophia
3. Victoria
4. Grace

What is the temperature in the room?"
1,"1. Room
2. Sophia
3. Victoria
4. Grace

What do you enjoy doing in your free time, Sophia?"
2,"1. Room
2. Sophia
3. Victoria
4. Grace

What does Victoria do for a living?"
3,"1. Room
2. Sophia
3. Victoria
4. Grace

What college did Grace attend?"
0,"1. Room
2. Gabriella
3. Nora
4. Leah
5. Ella

What type of furnishings are in this room?"
1,"1. Room
2. Gabriella
3. Nora
4. Leah
5. Ella

What kind of things does Gabriella like to do in her free time?"
2,"1. Room
2. Gabriella
3. Nora
4. Leah
5. Ella

""What does Nora think about the topics we have been discussing?"""
3,"1. Room
2. Gabriella
3. Nora
4. Leah
5. Ella

What is Leah's favorite hobby?"
4,"1. Room
2. Gabriella
3. Nora
4. Leah
5. Ella

What is Ella's favorite thing to do in her free time?"
0,"1. Room
2. Ryan
3. Isabella
4. Logan
5. Scarlett

What color are the walls?"
1,"1. Room
2. Ryan
3. Isabella
4. Logan
5. Scarlett

What is Ryan's favorite hobby?"
2,"1. Room
2. Ryan
3. Isabella
4. Logan
5. Scarlett

""What do you think Isabella's favorite hobby is?"""
3,"1. Room
2. Ryan
3. Isabella
4. Logan
5. Scarlett

Is Logan interested in joining any activities in the room?"
4,"1. Room
2. Ryan
3. Isabella
4. Logan
5. Scarlett

What is Scarlett's favorite hobby?"
0,"1. Room
2. Liam
3. Savannah
4. Grace

What is the temperature in this room?"
1,"1. Room
2. Liam
3. Savannah
4. Grace

""What does Liam like to do in his free time?"""
2,"1. Room
2. Liam
3. Savannah
4. Grace

""What does Savannah like to do in her free time?"""
3,"1. Room
2. Liam
3. Savannah
4. Grace

What does Grace think about the topic we are discussing?"
0,"1. Room
2. Henry
3. Oliver
4. Leah
5. Adam
6. Evan

What color are the walls?"
1,"1. Room
2. Henry
3. Oliver
4. Leah
5. Adam
6. Evan

What does Henry do for a living?"
2,"1. Room
2. Henry
3. Oliver
4. Leah
5. Adam
6. Evan

What did Oliver think of the discussion we had in the meeting today?"
3,"1. Room
2. Henry
3. Oliver
4. Leah
5. Adam
6. Evan

""What activities does Leah like to do?"""
4,"1. Room
2. Henry
3. Oliver
4. Leah
5. Adam
6. Evan

What does Adam do for a living?"
5,"1. Room
2. Henry
3. Oliver
4. Leah
5. Adam
6. Evan

Are you related to anyone else in the room, Evan?"
0,"1. Room
2. Aaron
3. Aiden
4. Anthony
5. Liam
6. Claire

What is the temperature in the room?"
1,"1. Room
2. Aaron
3. Aiden
4. Anthony
5. Liam
6. Claire

What kind of things does Aaron like to do in his free time?"
2,"1. Room
2. Aaron
3. Aiden
4. Anthony
5. Liam
6. Claire

""What does Aiden think about the current situation?"""
3,"1. Room
2. Aaron
3. Aiden
4. Anthony
5. Liam
6. Claire

""Anthony, what brings you here today?"""
4,"1. Room
2. Aaron
3. Aiden
4. Anthony
5. Liam
6. Claire

What is Liam's favorite hobby?"
5,"1. Room
2. Aaron
3. Aiden
4. Anthony
5. Liam
6. Claire

What does Claire think about the current topic of discussion?"
0,"1. Room
2. Dylan
3. Zoe

What color are the walls?"
1,"1. Room
2. Dylan
3. Zoe

What did Dylan think of the presentation earlier?"
2,"1. Room
2. Dylan
3. Zoe

Are you new to the area, Zoe?"
0,"1. Room
2. Brooklyn
3. Stella

What is the temperature of the room?"
1,"1. Room
2. Brooklyn
3. Stella

""What do you like most about living in Brooklyn?"""
2,"1. Room
2. Brooklyn
3. Stella

What is Stella's favorite hobby?"
0,"1. Room
2. Andrew
3. Tyler
4. Lily
5. Hannah

What is the purpose of the room?"
1,"1. Room
2. Andrew
3. Tyler
4. Lily
5. Hannah

What is Andrew's opinion on the topic we are discussing?"
2,"1. Room
2. Andrew
3. Tyler
4. Lily
5. Hannah

Is Tyler new here?"
3,"1. Room
2. Andrew
3. Tyler
4. Lily
5. Hannah

What type of music does Lily enjoy listening to?"
4,"1. Room
2. Andrew
3. Tyler
4. Lily
5. Hannah

What do you like to do in your spare time, Hannah?"
0,"1. Room
2. Samuel
3. Aria
4. Isaac
5. Liam
6. Gabriella

What type of furniture is in the room?"
1,"1. Room
2. Samuel
3. Aria
4. Isaac
5. Liam
6. Gabriella

What is Samuel's favorite hobby?"
2,"1. Room
2. Samuel
3. Aria
4. Isaac
5. Liam
6. Gabriella

What does Aria like to do in her free time?"
3,"1. Room
2. Samuel
3. Aria
4. Isaac
5. Liam
6. Gabriella

What is Isaac's favorite hobby?"
4,"1. Room
2. Samuel
3. Aria
4. Isaac
5. Liam
6. Gabriella

What brings Liam to this room today?"
5,"1. Room
2. Samuel
3. Aria
4. Isaac
5. Liam
6. Gabriella

What kind of things does Gabriella like to do in her free time?"
0,"1. Room
2. Victoria
3. Wyatt

What type of furniture is in the room?"
1,"1. Room
2. Victoria
3. Wyatt

""What do you like to do in your free time, Victoria?"""
2,"1. Room
2. Victoria
3. Wyatt

What do you enjoy doing most, Wyatt?"
0,"1. Room
2. Noah
3. Gabriella
4. Claire

What color are the walls in this room?"
1,"1. Room
2. Noah
3. Gabriella
4. Claire

""What do you like to do in your free time, Noah?"""
2,"1. Room
2. Noah
3. Gabriella
4. Claire

What kind of things does Gabriella like to do in her free time?"
3,"1. Room
2. Noah
3. Gabriella
4. Claire

What is Claire's favorite hobby?"
0,"1. Room
2. Owen
3. Victoria

What color are the walls of this room?"
1,"1. Room
2. Owen
3. Victoria

What is Owen's favorite hobby?"
2,"1. Room
2. Owen
3. Victoria

What does Victoria do for a living?"
0,"1. Room
2. Charlotte
3. William
4. Jack
5. Jackson

What are the dimensions of the room?"
1,"1. Room
2. Charlotte
3. William
4. Jack
5. Jackson

What interests does Charlotte have?"
2,"1. Room
2. Charlotte
3. William
4. Jack
5. Jackson

What does William do for a living?"
3,"1. Room
2. Charlotte
3. William
4. Jack
5. Jackson

What are Jack's hobbies?"
4,"1. Room
2. Charlotte
3. William
4. Jack
5. Jackson

What did Jackson say about the topic being discussed?"
0,"1. Room
2. Christian
3. Olivia

What is the temperature in the room?"
1,"1. Room
2. Christian
3. Olivia

What has been Christian's favorite subject in school?"
2,"1. Room
2. Christian
3. Olivia

What is Olivia's favorite hobby?"
0,"1. Room
2. Elizabeth
3. Lillian
4. Hannah
5. Elijah
6. John

What is the temperature in this room?"
1,"1. Room
2. Elizabeth
3. Lillian
4. Hannah
5. Elijah
6. John

What is Elizabeth's favorite hobby?"
2,"1. Room
2. Elizabeth
3. Lillian
4. Hannah
5. Elijah
6. John

What kind of experience does Lillian have?"
3,"1. Room
2. Elizabeth
3. Lillian
4. Hannah
5. Elijah
6. John

What do you like to do in your spare time, Hannah?"
4,"1. Room
2. Elizabeth
3. Lillian
4. Hannah
5. Elijah
6. John

Do you know anything about Elijah in this room?"
5,"1. Room
2. Elizabeth
3. Lillian
4. Hannah
5. Elijah
6. John

What is John's favorite hobby?"
0,"1. Room
2. Mia
3. Mason
4. Levi

What is the temperature of the room?"
1,"1. Room
2. Mia
3. Mason
4. Levi

What sort of music does Mia like to listen to?"
2,"1. Room
2. Mia
3. Mason
4. Levi

What type of music does Mason enjoy listening to?"
3,"1. Room
2. Mia
3. Mason
4. Levi

What does Levi enjoy doing in his free time?"
0,"1. Room
2. Aiden
3. Audrey

What is the capacity of this room?"
1,"1. Room
2. Aiden
3. Audrey

What is Aiden's favorite hobby?"
2,"1. Room
2. Aiden
3. Audrey

What kind of work does Audrey do?"
0,"1. Room
2. Henry
3. Aaron

What type of lighting does the room have?"
1,"1. Room
2. Henry
3. Aaron

What kind of interests does Henry have?"
2,"1. Room
2. Henry
3. Aaron

What is Aaron's favorite hobby?"
0,"1. Room
2. Paisley
3. Alexander
4. Eli
5. Joshua

What kind of furniture is in the room?"
1,"1. Room
2. Paisley
3. Alexander
4. Eli
5. Joshua

Do you know Paisley well?"
2,"1. Room
2. Paisley
3. Alexander
4. Eli
5. Joshua

What is Alexander's favorite hobby?"
3,"1. Room
2. Paisley
3. Alexander
4. Eli
5. Joshua

What is Eli's favorite hobby?"
4,"1. Room
2. Paisley
3. Alexander
4. Eli
5. Joshua

What is Joshua's favorite hobby?"
0,"1. Room
2. Chloe
3. Ethan
4. Stella
5. Avery
6. Jackson

Do you have Wi-Fi access?"
1,"1. Room
2. Chloe
3. Ethan
4. Stella
5. Avery
6. Jackson

What does Chloe think about this topic?"
2,"1. Room
2. Chloe
3. Ethan
4. Stella
5. Avery
6. Jackson

What is Ethan's favorite hobby?"
3,"1. Room
2. Chloe
3. Ethan
4. Stella
5. Avery
6. Jackson

What is Stella's favorite hobby?"
4,"1. Room
2. Chloe
3. Ethan
4. Stella
5. Avery
6. Jackson

What does Avery do for a living?"
5,"1. Room
2. Chloe
3. Ethan
4. Stella
5. Avery
6. Jackson

What does Jackson like to do for fun?"
0,"1. Room
2. Sofia
3. Natalie

What kind of furniture is in the room?"
1,"1. Room
2. Sofia
3. Natalie

What topics does Sofia like to discuss?"
2,"1. Room
2. Sofia
3. Natalie

What interests does Natalie have?"
0,"1. Room
2. Oliver
3. Jackson
4. Michael

What type of flooring is in this room?"
1,"1. Room
2. Oliver
3. Jackson
4. Michael

What brings Oliver to this room today?"
2,"1. Room
2. Oliver
3. Jackson
4. Michael

What is Jackson's relationship to the other people in the room?"
3,"1. Room
2. Oliver
3. Jackson
4. Michael

""Hi Michael, could you tell me a little bit about your background?"""
0,"1. Room
2. Wyatt
3. Oliver

What type of lighting fixtures are in this room?"
1,"1. Room
2. Wyatt
3. Oliver

What has been Wyatt's favorite thing to do in this room?"
2,"1. Room
2. Wyatt
3. Oliver

What is Oliver's favorite hobby?"
0,"1. Room
2. Owen
3. Tyler
4. Henry
5. Maya
6. Stella

Do you have a fire extinguisher in the room?"
1,"1. Room
2. Owen
3. Tyler
4. Henry
5. Maya
6. Stella

What are Owen's interests and hobbies?"
2,"1. Room
2. Owen
3. Tyler
4. Henry
5. Maya
6. Stella

What type of work does Tyler do?"
3,"1. Room
2. Owen
3. Tyler
4. Henry
5. Maya
6. Stella

What did Henry think about the meeting we had earlier today?"
4,"1. Room
2. Owen
3. Tyler
4. Henry
5. Maya
6. Stella

What does Maya most enjoy doing in her free time?"
5,"1. Room
2. Owen
3. Tyler
4. Henry
5. Maya
6. Stella

""What are your hobbies, Stella?"""
0,"1. Room
2. Landon
3. Levi
4. Emilia

What color is the rug in this room?"
1,"1. Room
2. Landon
3. Levi
4. Emilia

What is Landon's favorite hobby?"
2,"1. Room
2. Landon
3. Levi
4. Emilia

What are Levi's interests and hobbies?"
3,"1. Room
2. Landon
3. Levi
4. Emilia

Do you know Emilia well?"
0,"1. Room
2. Brooklyn
3. Noah
4. Harper
5. Gabriella
6. Elizabeth

What is the temperature in the room?"
1,"1. Room
2. Brooklyn
3. Noah
4. Harper
5. Gabriella
6. Elizabeth

What sort of things is Brooklyn interested in?"
2,"1. Room
2. Brooklyn
3. Noah
4. Harper
5. Gabriella
6. Elizabeth

What is Noah's favorite hobby?"
3,"1. Room
2. Brooklyn
3. Noah
4. Harper
5. Gabriella
6. Elizabeth

What is Harper's favorite hobby?"
4,"1. Room
2. Brooklyn
3. Noah
4. Harper
5. Gabriella
6. Elizabeth

What kind of things does Gabriella like to do in her free time?"
5,"1. Room
2. Brooklyn
3. Noah
4. Harper
5. Gabriella
6. Elizabeth

What is Elizabeth's favorite hobby?"
0,"1. Room
2. Chloe
3. Zoe
4. Emily
5. Maya
6. Wyatt

What color is the carpet in this room?"
1,"1. Room
2. Chloe
3. Zoe
4. Emily
5. Maya
6. Wyatt

What is Chloe's favourite hobby?"
2,"1. Room
2. Chloe
3. Zoe
4. Emily
5. Maya
6. Wyatt

""What would you say is your favorite thing about Zoe?"""
3,"1. Room
2. Chloe
3. Zoe
4. Emily
5. Maya
6. Wyatt

What is Emily's favorite activity?"
4,"1. Room
2. Chloe
3. Zoe
4. Emily
5. Maya
6. Wyatt

What is your favorite thing about Maya?"
5,"1. Room
2. Chloe
3. Zoe
4. Emily
5. Maya
6. Wyatt

What does Wyatt like to do in his free time?"
0,"1. Room
2. Gabriella
3. David
4. Jordan

What is the temperature of this room?"
1,"1. Room
2. Gabriella
3. David
4. Jordan

What kind of things does Gabriella like to do in her free time?"
2,"1. Room
2. Gabriella
3. David
4. Jordan

""What type of work does David do?"""
3,"1. Room
2. Gabriella
3. David
4. Jordan

What is your relationship with Jordan?"
0,"1. Room
2. Sophia
3. Ella

What is the size of the room?"
1,"1. Room
2. Sophia
3. Ella

What does Sophia think about the topic being discussed in the room?"
2,"1. Room
2. Sophia
3. Ella

What is Ella's favorite activity?"
0,"1. Room
2. Elizabeth
3. Cameron
4. Nathan
5. Anthony
6. Evan

What furniture is in the room?"
1,"1. Room
2. Elizabeth
3. Cameron
4. Nathan
5. Anthony
6. Evan

What type of hobbies does Elizabeth enjoy?"
2,"1. Room
2. Elizabeth
3. Cameron
4. Nathan
5. Anthony
6. Evan

What interests does Cameron have?"
3,"1. Room
2. Elizabeth
3. Cameron
4. Nathan
5. Anthony
6. Evan

What does Nathan enjoy doing in his free time?"
4,"1. Room
2. Elizabeth
3. Cameron
4. Nathan
5. Anthony
6. Evan

What is Anthony's favorite hobby?"
5,"1. Room
2. Elizabeth
3. Cameron
4. Nathan
5. Anthony
6. Evan

What interests does Evan have?"
0,"1. Room
2. Elizabeth
3. Elijah

What type of furniture is in the room?"
1,"1. Room
2. Elizabeth
3. Elijah

What is Elizabeth's favorite hobby?"
2,"1. Room
2. Elizabeth
3. Elijah

""What is Elijah's favorite color?"""
0,"1. Room
2. Maya
3. John
4. Mila

What are the dimensions of the room?"
1,"1. Room
2. Maya
3. John
4. Mila

What is your favorite thing about Maya?"
2,"1. Room
2. Maya
3. John
4. Mila

What color is John's shirt?"
3,"1. Room
2. Maya
3. John
4. Mila

What kind of hobbies does Mila enjoy?"
0,"1. Room
2. Owen
3. Skylar
4. Thomas

What is the size of the room?"
1,"1. Room
2. Owen
3. Skylar
4. Thomas

What did Owen think of the presentation?"
2,"1. Room
2. Owen
3. Skylar
4. Thomas

""What did you do today, Skylar?"""
3,"1. Room
2. Owen
3. Skylar
4. Thomas

What is Thomas' relationship to the rest of the people in the room?"
0,"1. Room
2. Jonathan
3. Dylan

What color is the rug in this room?"
1,"1. Room
2. Jonathan
3. Dylan

What is Jonathan's favorite hobby?"
2,"1. Room
2. Jonathan
3. Dylan

What is Dylan most passionate about?"
0,"1. Room
2. Ellie
3. Landon
4. Evan
5. Joseph

What type of artwork is on the walls?"
1,"1. Room
2. Ellie
3. Landon
4. Evan
5. Joseph

What is Ellie's favorite hobby?"
2,"1. Room
2. Ellie
3. Landon
4. Evan
5. Joseph

What hobbies does Landon enjoy?"
3,"1. Room
2. Ellie
3. Landon
4. Evan
5. Joseph

What does Evan like to do in his free time?"
4,"1. Room
2. Ellie
3. Landon
4. Evan
5. Joseph

""What is Joseph's favorite hobby?"""
0,"1. Room
2. Landon
3. Leah

What objects are in the room?"
1,"1. Room
2. Landon
3. Leah

What does Landon do for a living?"
2,"1. Room
2. Landon
3. Leah

What are Leah's hobbies and interests?"
0,"1. Room
2. Riley
3. Connor
4. Audrey

What type of materials are used for the furniture in this room?"
1,"1. Room
2. Riley
3. Connor
4. Audrey

""What is Riley's favorite hobby?"""
2,"1. Room
2. Riley
3. Connor
4. Audrey

What does Connor do for a living?"
3,"1. Room
2. Riley
3. Connor
4. Audrey

What is Audrey's favorite hobby?"
0,"1. Room
2. James
3. Lillian
4. Sophia
5. Benjamin
6. Gabriel

What type of furniture is in the room?"
1,"1. Room
2. James
3. Lillian
4. Sophia
5. Benjamin
6. Gabriel

What is James's favorite hobby?"
2,"1. Room
2. James
3. Lillian
4. Sophia
5. Benjamin
6. Gabriel

What is Lillian's favorite hobby?"
3,"1. Room
2. James
3. Lillian
4. Sophia
5. Benjamin
6. Gabriel

What does Sophia like to do in her free time?"
4,"1. Room
2. James
3. Lillian
4. Sophia
5. Benjamin
6. Gabriel

Where is Benjamin from?"
5,"1. Room
2. James
3. Lillian
4. Sophia
5. Benjamin
6. Gabriel

What is Gabriel's favorite hobby?"
0,"1. Room
2. Tyler
3. John
4. Nova

What is the temperature of the room?"
1,"1. Room
2. Tyler
3. John
4. Nova

What is Tyler's favorite hobby?"
2,"1. Room
2. Tyler
3. John
4. Nova

What is John's favorite hobby?"
3,"1. Room
2. Tyler
3. John
4. Nova

What is Nova's favorite hobby?"
0,"1. Room
2. Evan
3. Adam
4. Emily
5. Lucas

What is the temperature of the room?"
1,"1. Room
2. Evan
3. Adam
4. Emily
5. Lucas

What interests does Evan have?"
2,"1. Room
2. Evan
3. Adam
4. Emily
5. Lucas

What does Adam do for a living?"
3,"1. Room
2. Evan
3. Adam
4. Emily
5. Lucas

What is Emily's favorite activity?"
4,"1. Room
2. Evan
3. Adam
4. Emily
5. Lucas

What is Lucas's favorite hobby?"
0,"1. Room
2. Joshua
3. Grace
4. James
5. Anthony

What items are in the room?"
1,"1. Room
2. Joshua
3. Grace
4. James
5. Anthony

What is Joshua's favorite hobby?"
2,"1. Room
2. Joshua
3. Grace
4. James
5. Anthony

What college did Grace attend?"
3,"1. Room
2. Joshua
3. Grace
4. James
5. Anthony

What does James do for work?"
4,"1. Room
2. Joshua
3. Grace
4. James
5. Anthony

""Anthony, what brings you here today?"""
0,"1. Room
2. Mia
3. Eli
4. Christian
5. Thomas
6. Aiden

What is the temperature in this room?"
1,"1. Room
2. Mia
3. Eli
4. Christian
5. Thomas
6. Aiden

What does Mia like to do in her free time?"
2,"1. Room
2. Mia
3. Eli
4. Christian
5. Thomas
6. Aiden

What is Eli's favorite hobby?"
3,"1. Room
2. Mia
3. Eli
4. Christian
5. Thomas
6. Aiden

What are Christian's hobbies?"
4,"1. Room
2. Mia
3. Eli
4. Christian
5. Thomas
6. Aiden

What is Thomas' favorite hobby?"
5,"1. Room
2. Mia
3. Eli
4. Christian
5. Thomas
6. Aiden

What type of activities does Aiden like to do?"
0,"1. Room
2. Stella
3. Olivia

What color are the walls of this room?"
1,"1. Room
2. Stella
3. Olivia

What does Stella think about the current topic of discussion?"
2,"1. Room
2. Stella
3. Olivia

Do you know Olivia well?"
0,"1. Room
2. Connor
3. Landon
4. Christopher
5. Charlotte
6. Jonathan

What's the room's square footage?"
1,"1. Room
2. Connor
3. Landon
4. Christopher
5. Charlotte
6. Jonathan

What is Connor's favorite hobby?"
2,"1. Room
2. Connor
3. Landon
4. Christopher
5. Charlotte
6. Jonathan

What is Landon's favorite hobby?"
3,"1. Room
2. Connor
3. Landon
4. Christopher
5. Charlotte
6. Jonathan

What type of job does Christopher do?"
4,"1. Room
2. Connor
3. Landon
4. Christopher
5. Charlotte
6. Jonathan

What interests does Charlotte have?"
5,"1. Room
2. Connor
3. Landon
4. Christopher
5. Charlotte
6. Jonathan

What is Jonathan's favorite hobby?"
0,"1. Room
2. Penelope
3. Joshua

What furniture is in this room?"
1,"1. Room
2. Penelope
3. Joshua

What kind of work does Penelope do?"
2,"1. Room
2. Penelope
3. Joshua

What is Joshua's favorite hobby?"
0,"1. Room
2. Emma
3. Harper
4. Tyler
5. Ava
6. Mila

What are the dimensions of the room?"
1,"1. Room
2. Emma
3. Harper
4. Tyler
5. Ava
6. Mila

What is Emma's favorite hobby?"
2,"1. Room
2. Emma
3. Harper
4. Tyler
5. Ava
6. Mila

What is Harper's favorite type of music?"
3,"1. Room
2. Emma
3. Harper
4. Tyler
5. Ava
6. Mila

What does Tyler like to do for fun?"
4,"1. Room
2. Emma
3. Harper
4. Tyler
5. Ava
6. Mila

What is Ava's favorite hobby?"
5,"1. Room
2. Emma
3. Harper
4. Tyler
5. Ava
6. Mila

What is Mila's favorite hobby?"
0,"1. Room
2. Nathan
3. Joshua
4. Anthony
5. John
6. Mia

What is the temperature in this room?"
1,"1. Room
2. Nathan
3. Joshua
4. Anthony
5. John
6. Mia

What does Nathan do for a living?"
2,"1. Room
2. Nathan
3. Joshua
4. Anthony
5. John
6. Mia

What does Joshua enjoy doing in his free time?"
3,"1. Room
2. Nathan
3. Joshua
4. Anthony
5. John
6. Mia

What's Anthony's favorite hobby?"
4,"1. Room
2. Nathan
3. Joshua
4. Anthony
5. John
6. Mia

What does John enjoy doing for leisure?"
5,"1. Room
2. Nathan
3. Joshua
4. Anthony
5. John
6. Mia

What does Mia like to do in her free time?"
0,"1. Room
2. Evelyn
3. Wyatt
4. Emilia
5. Emma
6. Nathan

What are the dimensions of the room?"
1,"1. Room
2. Evelyn
3. Wyatt
4. Emilia
5. Emma
6. Nathan

What is Evelyn's most treasured possession?"
2,"1. Room
2. Evelyn
3. Wyatt
4. Emilia
5. Emma
6. Nathan

What does Wyatt do for a living?"
3,"1. Room
2. Evelyn
3. Wyatt
4. Emilia
5. Emma
6. Nathan

What is Emilia's favorite color?"
4,"1. Room
2. Evelyn
3. Wyatt
4. Emilia
5. Emma
6. Nathan

What type of music does Emma like to listen to?"
5,"1. Room
2. Evelyn
3. Wyatt
4. Emilia
5. Emma
6. Nathan

What is Nathan's favorite hobby?"
0,"1. Room
2. Connor
3. Jack

What type of furniture is in this room?"
1,"1. Room
2. Connor
3. Jack

What interests does Connor have?"
2,"1. Room
2. Connor
3. Jack

What are Jack's hobbies?"
0,"1. Room
2. Isaac
3. Mia
4. Joseph
5. William

What is the temperature in the room?"
1,"1. Room
2. Isaac
3. Mia
4. Joseph
5. William

What is Isaac's favorite hobby?"
2,"1. Room
2. Isaac
3. Mia
4. Joseph
5. William

What does Mia like to do for fun?"
3,"1. Room
2. Isaac
3. Mia
4. Joseph
5. William

""What is Joseph's favorite hobby?"""
4,"1. Room
2. Isaac
3. Mia
4. Joseph
5. William

What does William do for a living?"
0,"1. Room
2. William
3. Amelia
4. James

What type of lighting is used in this room?"
1,"1. Room
2. William
3. Amelia
4. James

""What is your favorite thing about William?"""
2,"1. Room
2. William
3. Amelia
4. James

What is Amelia's favorite hobby?"
3,"1. Room
2. William
3. Amelia
4. James

What does James do for work?"
0,"1. Room
2. Aaron
3. Emma
4. Riley
5. Joshua

Do any of the walls have any artwork?"
1,"1. Room
2. Aaron
3. Emma
4. Riley
5. Joshua

What is Aaron's favorite hobby?"
2,"1. Room
2. Aaron
3. Emma
4. Riley
5. Joshua

What kind of work does Emma do?"
3,"1. Room
2. Aaron
3. Emma
4. Riley
5. Joshua

What is Riley's favorite hobby?"
4,"1. Room
2. Aaron
3. Emma
4. Riley
5. Joshua

What is Joshua's favorite hobby?"
0,"1. Room
2. Zoe
3. Elizabeth
4. Claire
5. Mila

What type of lighting is in this room?"
1,"1. Room
2. Zoe
3. Elizabeth
4. Claire
5. Mila

What is Zoe's favorite hobby?"
2,"1. Room
2. Zoe
3. Elizabeth
4. Claire
5. Mila

What type of hobbies does Elizabeth enjoy?"
3,"1. Room
2. Zoe
3. Elizabeth
4. Claire
5. Mila

What type of work does Claire do?"
4,"1. Room
2. Zoe
3. Elizabeth
4. Claire
5. Mila

What does Mila enjoy doing in her free time?"
0,"1. Room
2. Jonathan
3. Tyler
4. Audrey
5. Skylar
6. Andrew

What type of flooring does this room have?"
1,"1. Room
2. Jonathan
3. Tyler
4. Audrey
5. Skylar
6. Andrew

What type of work does Jonathan do?"
2,"1. Room
2. Jonathan
3. Tyler
4. Audrey
5. Skylar
6. Andrew

What does Tyler do for a living?"
3,"1. Room
2. Jonathan
3. Tyler
4. Audrey
5. Skylar
6. Andrew

What is your favorite thing about Audrey?"
4,"1. Room
2. Jonathan
3. Tyler
4. Audrey
5. Skylar
6. Andrew

Do you know Skylar?"
5,"1. Room
2. Jonathan
3. Tyler
4. Audrey
5. Skylar
6. Andrew

What is Andrew's opinion on the topic we are discussing?"
0,"1. Room
2. Emilia
3. Adam
4. Nathan

What type of furniture is in this room?"
1,"1. Room
2. Emilia
3. Adam
4. Nathan

What is Emilia's favorite color?"
2,"1. Room
2. Emilia
3. Adam
4. Nathan

What kind of work does Adam do?"
3,"1. Room
2. Emilia
3. Adam
4. Nathan

What does Nathan do for a living?"
0,"1. Room
2. Jackson
3. Bella
4. Nora

What is the size of the room?"
1,"1. Room
2. Jackson
3. Bella
4. Nora

What does Jackson like to do for fun?"
2,"1. Room
2. Jackson
3. Bella
4. Nora

Is Bella interested in joining the conversation?"
3,"1. Room
2. Jackson
3. Bella
4. Nora

""What does Nora enjoy doing in her spare time?"""
0,"1. Room
2. Savannah
3. Zara
4. Jordan
5. Emily
6. William

What type of flooring is in the room?"
1,"1. Room
2. Savannah
3. Zara
4. Jordan
5. Emily
6. William

What interests does Savannah have?"
2,"1. Room
2. Savannah
3. Zara
4. Jordan
5. Emily
6. William

What is Zara's favorite hobby?"
3,"1. Room
2. Savannah
3. Zara
4. Jordan
5. Emily
6. William

What does Jordan do for a living?"
4,"1. Room
2. Savannah
3. Zara
4. Jordan
5. Emily
6. William

What ice cream flavor does Emily like the most?"
5,"1. Room
2. Savannah
3. Zara
4. Jordan
5. Emily
6. William

What is William's favorite hobby?"
0,"1. Room
2. Emilia
3. Sofia
4. Daniel

What material is the floor covering?"
1,"1. Room
2. Emilia
3. Sofia
4. Daniel

""Hello Emilia, could you tell me a bit about yourself?"""
2,"1. Room
2. Emilia
3. Sofia
4. Daniel

What is Sofia's favorite topic at school?"
3,"1. Room
2. Emilia
3. Sofia
4. Daniel

What is Daniel's favorite hobby?"
0,"1. Room
2. Abigail
3. Anthony

What color is the furniture in the room?"
1,"1. Room
2. Abigail
3. Anthony

What are Abigail's hobbies?"
2,"1. Room
2. Abigail
3. Anthony

What is Anthony's favorite hobby?"
0,"1. Room
2. Nora
3. Jackson
4. Ethan
5. Jonathan

What is the temperature of the room?"
1,"1. Room
2. Nora
3. Jackson
4. Ethan
5. Jonathan

What is Nora's favorite pastime activity?"
2,"1. Room
2. Nora
3. Jackson
4. Ethan
5. Jonathan

What topics does Jackson find interesting?"
3,"1. Room
2. Nora
3. Jackson
4. Ethan
5. Jonathan

What are Ethan's interests?"
4,"1. Room
2. Nora
3. Jackson
4. Ethan
5. Jonathan

Do you know Jonathan, and if so, how long have you known him?"
0,"1. Room
2. Zoe
3. Michael
4. Connor
5. Logan

What color are the walls of this room?"
1,"1. Room
2. Zoe
3. Michael
4. Connor
5. Logan

""What would you say is your favorite thing about Zoe?"""
2,"1. Room
2. Zoe
3. Michael
4. Connor
5. Logan

What does Michael do for a living?"
3,"1. Room
2. Zoe
3. Michael
4. Connor
5. Logan

What interests does Connor have?"
4,"1. Room
2. Zoe
3. Michael
4. Connor
5. Logan

What music does Logan like to listen to?"
0,"1. Room
2. Aria
3. Anthony
4. Elijah

What colors are the walls in this room?"
1,"1. Room
2. Aria
3. Anthony
4. Elijah

What languages does Aria know?"
2,"1. Room
2. Aria
3. Anthony
4. Elijah

What does Anthony do for a living?"
3,"1. Room
2. Aria
3. Anthony
4. Elijah

Do you know anything about Elijah in this room?"
0,"1. Room
2. Matthew
3. Jordan

What is the temperature of the room?"
1,"1. Room
2. Matthew
3. Jordan

What is Matthew's favorite activity?"
2,"1. Room
2. Matthew
3. Jordan

What does Jordan do for a living?"
0,"1. Room
2. Henry
3. Thomas
4. Bella

What items are in this room?"
1,"1. Room
2. Henry
3. Thomas
4. Bella

What does Henry do for a living?"
2,"1. Room
2. Henry
3. Thomas
4. Bella

What does Thomas do for a living?"
3,"1. Room
2. Henry
3. Thomas
4. Bella

""What type of music does Bella like to listen to?"""
